line_type;mkp_name;mkp_order_no;order_date;ordoro_id;sku;item_sale_price;item_tax;shipping_sale;total_per_sku;title;supplier_name;order_status;item_cost;cancelled_value;transport_cost_est;first_pick_date;last_delivery_date;courier;mage_mkp_commission;mkp_estimated_commission;mkp_actual_commission;order_grand_total;ordoro_import_date;tool_import_date;max_shipping_date;max_delivery_date;cd_status;is_clogistique_order;line_status;transport_cost_actual;order_place_time;order_prep_time;order_delivery_time;order_total_time;gm_estimated
ORDER LINE;conforama;4898903502-A;22.09.2020 07:45;1-300056302;AKO-REGAL-60-3SZ2P-CLP-SONOMA;109,95;0;9,98;119,93;;AKO;shipped;34,87;0;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;18,69;0;216,85;22.09.2020 13:06;22.09.2020 13:10;6.10.2020 00:00;15.10.2020 00:00;;No;Awaiting shipment;0;11;0;0;11;46,38
ORDER LINE;CDiscount;20092211229WDYI;22.09.2020 09:22;1-300056305;AKO-A-6-SONOMA-LEWE;76,95;0;9,95;86,9;;AKO;shipped;26,65;0;0;25.09.2020 22:18;30.09.2020 15:10;DPD;0;0;13,03;86,9;22.09.2020 13:06;22.09.2020 13:10;6.10.2020 00:00;15.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;2;0;4;6;32,74
ORDER LINE;CDiscount;20092212089SQU8;22.09.2020 10:08;1-300056311;AKO-B-16-CLP-NAROZNE-BIALY-METALIK-POLYSK-PRAWE;199,95;0;19,95;219,9;;AKO;shipped;76,72;0;16;24.09.2020 14:51;30.09.2020 14:39;UPS;0;0;32,98;219,9;22.09.2020 13:06;22.09.2020 13:10;6.10.2020 00:00;15.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;11;1;5;17;57,55
ORDER LINE;Monechelle;M200923670752;22.09.2020 12:05;1-300056316;AKO-K120-10SZ-BIALA-POLYSK;390,95;0;0;390,95;;AKO;shipped;142,89;0;16;24.09.2020 13:07;29.09.2020 16:43;UPS;0;58,64;0;390,95;22.09.2020 14:20;22.09.2020 14:30;29.09.2020 00:00;8.10.2020 00:00;;No;Awaiting shipment;0;11;1;5;17;108,26
ORDER LINE;conforama;4898386401-A;22.09.2020 10:46;1-300056321;AKO-K120-8SZ-SONOMA;139,95;0;19,95;159,9;;AKO;shipped;50,97;0;31,9;28.09.2020 19:16;3.10.2020 11:07;DPD;0;23,79;0;159,9;22.09.2020 15:33;22.09.2020 15:45;6.10.2020 00:00;15.10.2020 00:00;;No;Awaiting shipment;0;2;3;4;9;26,59
ORDER LINE;CDiscount;20092215559I30G;22.09.2020 13:55;1-300056328;AKO-K120-10SZ-BIALA;199,95;0;19,95;219,9;;AKO;shipped;62,41;0;16;24.09.2020 14:23;29.09.2020 13:17;UPS;5,28;0;38,26;225,18;22.09.2020 16:45;22.09.2020 16:51;6.10.2020 00:00;15.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;10;1;4;15;62,18
ORDER LINE;CDiscount;200922184197SQL;22.09.2020 16:41;1-300056344;AKO-FIN-2D1SZ-SONOMA-BIALY;69,95;0;9,95;79,9;;AKO;shipped;23,07;0;0;28.09.2020 11:13;1.10.2020 10:13;UPS;0;0;11,98;79,9;22.09.2020 20:21;22.09.2020 20:30;6.10.2020 00:00;15.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;1;3;2;6;31,53
ORDER LINE;CDiscount;2009221835987TE;22.09.2020 16:35;1-300056345;AKO-BIURKO-ANA-SONOMA;124,95;0;19,95;144,9;;AKO;awaiting_fulfillment;44,53;0;29,61;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;0;21,73;144,9;22.09.2020 20:21;22.09.2020 20:30;3.11.2020 00:00;13.11.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting Protocol;0;10;0;0;10;24,88
ORDER LINE;CDiscount;2009221849972P0;22.09.2020 16:49;1-300056347;AKO-K60-5SZ-BIALA-SONOMA;126,95;0;19,95;146,9;;AKO;shipped;37,38;0;16;29.09.2020 13:16;0000-00-00 00:00:00;UPS;0;0;22,03;146,9;22.09.2020 20:21;22.09.2020 20:30;6.10.2020 00:00;15.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;1;5;3;9;47,01
ORDER LINE;conforama;4899605502-A;22.09.2020 16:16;1-300056352;AKO-B-16-CLP-NAROZNE-BIALE-SONOMA-LEWE;146,95;0;19,95;166,9;;AKO;shipped;55,26;0;16;29.09.2020 12:19;2.10.2020 13:22;UPS;0;24,98;0;166,9;22.09.2020 21:35;22.09.2020 21:45;6.10.2020 00:00;15.10.2020 00:00;;No;Awaiting shipment;0;5;1;3;9;42,84
ORDER LINE;Monechelle;M200923682969;22.09.2020 19:30;1-300056357;AKO-K60-6SZ-SONOMA;139,95;0;0;139,95;;AKO;shipped;42,74;0;16;28.09.2020 14:18;1.10.2020 15:36;UPS;0;20,99;0;139,95;22.09.2020 21:36;22.09.2020 21:45;29.09.2020 00:00;8.10.2020 00:00;;No;Awaiting shipment;0;1;4;3;8;36,9
ORDER LINE;CDiscount;20092221138XLGT;22.09.2020 19:13;1-300056358;AKO-K60-5SZ-BIALA;99,95;0;19,95;119,9;;AKO;shipped;35,59;0;16;29.09.2020 13:01;2.10.2020 13:40;UPS;0;0;17,98;119,9;22.09.2020 22:47;22.09.2020 22:51;6.10.2020 00:00;15.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;1;5;3;9;30,35
ORDER LINE;CDiscount;20092222243T0BH;22.09.2020 20:24;1-300056363;AKO-B-16-CLP-NAROZNE-BIALE-PRAWE;159,95;0;19,95;179,9;;AKO;shipped;51,68;0;16;28.09.2020 12:20;1.10.2020 10:36;UPS;4,32;0;31,3;184,22;23.09.2020 11:44;23.09.2020 11:46;6.10.2020 00:00;15.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;1;4;2;7;47,34
ORDER LINE;Monechelle;M200923685606;22.09.2020 21:51;1-300056368;AKO-A-6-SONOMA-BIALE-PRAWE;89,95;0;0;89,95;;AKO;shipped;28,43;0;0;25.09.2020 22:19;30.09.2020 17:50;DPD;0;13,49;0;89,95;23.09.2020 11:45;23.09.2020 11:46;29.09.2020 00:00;8.10.2020 00:00;;No;Awaiting shipment;0;2;0;4;6;33,04
ORDER LINE;CDiscount;20092223043SU5K;22.09.2020 21:04;1-300056370;AKO-K80-2D-1SZ-SONOMA;132,95;0;19,95;152,9;;AKO;shipped;37,38;0;27,65;25.09.2020 22:17;30.09.2020 10:54;DPD;0;0;22,93;152,9;23.09.2020 11:45;23.09.2020 11:46;7.10.2020 00:00;16.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;2;0;4;6;39,46
ORDER LINE;conforama;4899939901-A;22.09.2020 20:30;1-300056371;AKO-K120-6SZ-BIALA;104,95;0;12,48;117,43;;AKO;shipped;39,16;0;16;28.09.2020 12:20;2.10.2020 13:24;UPS;0;17,84;0;234,85;23.09.2020 11:45;23.09.2020 11:46;6.10.2020 00:00;15.10.2020 00:00;;No;Awaiting shipment;0;1;4;4;9;24,86
ORDER LINE;conforama;4899939901-A;22.09.2020 20:30;1-300056371;AKO-K120-6SZ-BIALA;104,95;0;12,48;117,43;;AKO;shipped;39,16;0;16;28.09.2020 12:20;2.10.2020 13:24;UPS;0;17,84;0;234,85;23.09.2020 11:45;23.09.2020 11:46;6.10.2020 00:00;15.10.2020 00:00;;No;Awaiting shipment;0;1;4;4;9;24,86
ORDER LINE;conforama;4896221501-A;22.09.2020 20:30;1-300056372;AKO-A-7-BIALE-LEWE;89,95;0;9,95;99,9;;AKO;shipped;33,8;0;0;29.09.2020 16:24;2.10.2020 16:52;DPD;0;15,29;0;99,9;23.09.2020 11:45;23.09.2020 11:46;6.10.2020 00:00;15.10.2020 00:00;;No;Awaiting shipment;0;5;1;3;9;34,16
ORDER LINE;CDiscount;20092308193S65Z;23.09.2020 06:19;1-300056376;AKO-FIN-2D1SZ1WN-BIALY;79,95;0;9,95;89,9;;AKO;awaiting_fulfillment;28,43;0;15,95;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;0;13,48;89,9;23.09.2020 11:45;23.09.2020 11:46;7.10.2020 00:00;16.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting Protocol;0;10;0;0;10;17,06
ORDER LINE;Monechelle;M200923688166;23.09.2020 07:25;1-300056377;AKO-K60-6SZ-SONOMA;139,95;0;0;139,95;;AKO;shipped;42,74;0;16;28.09.2020 12:17;1.10.2020 12:19;UPS;0;20,99;0;139,95;23.09.2020 11:45;23.09.2020 11:46;30.09.2020 00:00;9.10.2020 00:00;;No;Awaiting shipment;0;1;4;3;8;36,9
ORDER LINE;Monechelle;M200923689055;23.09.2020 08:00;1-300056379;AKO-FIN-PRALKA-WENGE-BIALY;124,95;0;0;124,95;;AKO;shipped;28,43;0;0;29.09.2020 19:19;3.10.2020 10:23;DPD;0;18,74;0;124,95;23.09.2020 11:45;23.09.2020 11:46;30.09.2020 00:00;9.10.2020 00:00;;No;Awaiting shipment;0;5;1;3;9;56,96
ORDER LINE;Monechelle;M200923689698;23.09.2020 08:27;1-300056389;AKO-B-20-NAROZNE-CLP-BIALE-PRAWE;194,95;0;0;194,95;;AKO;shipped;65,99;0;16;28.09.2020 13:18;2.10.2020 12:12;UPS;0;29,24;0;194,95;23.09.2020 11:46;23.09.2020 11:51;30.09.2020 00:00;9.10.2020 00:00;;No;Awaiting shipment;0;1;4;3;8;51,23
ORDER LINE;CDiscount;20092311423RAS4;23.09.2020 09:42;1-300056396;AKO-B-16-CLP-NAROZNE-SONOMA-PRAWE;139,95;0;19,95;159,9;;AKO;shipped;51,68;0;16;28.09.2020 12:17;1.10.2020 13:17;UPS;0;0;23,98;159,9;23.09.2020 12:55;23.09.2020 13:00;7.10.2020 00:00;16.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;1;4;3;8;41,59
ORDER LINE;CDiscount;20092312153R536;23.09.2020 10:15;1-300056403;AKO-KUCHNIA-LIMA-240;279,95;0;19,95;299,9;;AKO;shipped;94,6;0;16;28.09.2020 13:02;1.10.2020 19:21;UPS;0;0;44,98;299,9;23.09.2020 14:04;23.09.2020 14:10;7.10.2020 00:00;16.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;1;4;3;8;94,34
ORDER LINE;Monechelle;M200923694721;23.09.2020 12:01;1-300056407;AKO-K60-6SZ-SONOMA;139,95;0;0;139,95;;AKO;shipped;42,74;0;16;28.09.2020 12:10;1.10.2020 12:22;UPS;0;20,99;0;279,9;23.09.2020 14:04;23.09.2020 14:10;30.09.2020 00:00;9.10.2020 00:00;;No;Awaiting shipment;0;10;4;3;17;36,9
ORDER LINE;Monechelle;M200923694721;23.09.2020 12:01;1-300056407;AKO-K60-6SZ-SONOMA;139,95;0;0;139,95;;AKO;shipped;42,74;0;16;28.09.2020 12:10;1.10.2020 12:22;UPS;0;20,99;0;279,9;23.09.2020 14:04;23.09.2020 14:10;30.09.2020 00:00;9.10.2020 00:00;;No;Awaiting shipment;0;10;4;3;17;36,9
ORDER LINE;Monechelle;M200923695561;23.09.2020 12:40;1-300056409;AKO-A-6-SONOMA-BIALE-PRAWE;89,95;0;0;89,95;;AKO;shipped;28,43;0;0;25.09.2020 22:22;1.10.2020 20:29;DPD;0;13,49;0;89,95;23.09.2020 15:12;23.09.2020 15:15;30.09.2020 00:00;9.10.2020 00:00;;No;Awaiting shipment;0;1;0;5;6;33,04
ORDER LINE;Monechelle;M200923696393;23.09.2020 13:16;1-300056410;AKO-NOCNA-CL2-WENGE;55,95;0;0;55,95;;AKO;awaiting_fulfillment;15,92;0;12,85;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;8,39;0;111,9;23.09.2020 15:12;23.09.2020 15:15;4.11.2020 00:00;16.11.2020 00:00;;No;Awaiting Protocol;0;9;0;0;9;9,47
ORDER LINE;Monechelle;M200923696393;23.09.2020 13:16;1-300056410;AKO-NOCNA-CL2-WENGE;55,95;0;0;55,95;;AKO;awaiting_fulfillment;15,92;0;12,85;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;8,39;0;111,9;23.09.2020 15:12;23.09.2020 15:15;4.11.2020 00:00;16.11.2020 00:00;;No;Awaiting Protocol;0;9;0;0;9;9,47
ORDER LINE;Monechelle;M200923697038;23.09.2020 13:44;1-300056413;AKO-A-6-WENGE-PRAWE;86,95;0;0;86,95;;AKO;awaiting_fulfillment;26,65;0;35,85;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;13,04;0;86,95;23.09.2020 16:21;23.09.2020 16:30;30.09.2020 00:00;9.10.2020 00:00;;No;Awaiting Protocol;0;9;0;0;9;-3,08
ORDER LINE;CDiscount;20092314503QDRA;23.09.2020 12:50;1-300056415;AKO-B-20-NAROZNE-CLP-SONOMA-BIALA-LEWE;174,95;0;19,95;194,9;;AKO;cancelled;65,99;162,42;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;0;29,24;389,8;23.09.2020 16:21;23.09.2020 16:30;7.10.2020 00:00;16.10.2020 00:00;CancelledByCustomer;No;Cancelled;0;10;0;0;10;-65,99
ORDER LINE;CDiscount;20092314503QDRA;23.09.2020 12:50;1-300056415;AKO-B-20-NAROZNE-CLP-SONOMA-BIALA-LEWE;174,95;0;19,95;194,9;;AKO;cancelled;65,99;162,42;0;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;0;29,24;389,8;23.09.2020 16:21;23.09.2020 16:30;7.10.2020 00:00;16.10.2020 00:00;CancelledByCustomer;No;Cancelled;0;10;0;0;10;-65,99
ORDER LINE;Monechelle;M200923698245;23.09.2020 14:33;1-300056422;AKO-A-6-BIALE-LEWE;86,95;0;0;86,95;;AKO;shipped;26,65;0;0;29.09.2020 19:33;2.10.2020 17:25;DPD;0;13,04;0;86,95;23.09.2020 16:21;23.09.2020 16:30;19.10.2020 00:00;28.10.2020 00:00;;No;Awaiting shipment;0;5;1;2;8;32,77
ORDER LINE;CDiscount;20092316073PZSN;23.09.2020 14:07;1-300056428;AKO-FIN-2D1SZ-BIALY;69,95;0;9,95;79,9;;AKO;shipped;23,07;0;0;28.09.2020 13:18;1.10.2020 10:39;UPS;0;0;11,98;79,9;23.09.2020 17:30;23.09.2020 17:31;7.10.2020 00:00;16.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;9;4;2;15;31,53
ORDER LINE;Monechelle;M200923701492;23.09.2020 16:37;1-300056440;AKO-K60-5SZ-BIALA;119,95;0;0;119,95;;AKO;shipped;35,59;0;16;29.09.2020 12:24;2.10.2020 12:41;UPS;0;17,99;0;119,95;23.09.2020 18:42;23.09.2020 18:45;30.09.2020 00:00;9.10.2020 00:00;;No;Awaiting shipment;0;9;5;3;17;30,38
ORDER LINE;Monechelle;M200923702000;23.09.2020 16:56;1-300056442;AKO-A-6-BIALE-SONOMA-PRAWE;89,95;0;0;89,95;;AKO;shipped;28,43;0;0;28.09.2020 19:16;1.10.2020 16:24;DPD;0;13,49;0;89,95;23.09.2020 19:55;23.09.2020 20:00;30.09.2020 00:00;9.10.2020 00:00;;No;Awaiting shipment;0;1;3;2;6;33,04
ORDER LINE;CDiscount;20092318303P6KV;23.09.2020 16:30;1-300056447;AKO-K60-5SZ-BIALA;99,95;0;19,95;119,9;;AKO;shipped;35,59;0;16;29.09.2020 12:33;2.10.2020 16:14;UPS;2,87;0;20,85;122,77;23.09.2020 19:55;23.09.2020 20:00;7.10.2020 00:00;16.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;9;5;3;17;25,09
ORDER LINE;CDiscount;20092318283P6SK;23.09.2020 16:28;1-300056448;AKO-SZAFKA-BUTY-3D-UCHYLNE-BIALA;76,95;0;9,95;86,9;;AKO;shipped;26,65;0;0;25.09.2020 22:22;0000-00-00 00:00:00;DPD;0;0;13,03;86,9;23.09.2020 19:55;23.09.2020 20:00;7.10.2020 00:00;16.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;1;0;7;8;32,74
ORDER LINE;CDiscount;20092318553P18Z;23.09.2020 16:55;1-300056453;AKO-FIN-2D1SZ1WN-SONOMA;79,95;0;9,95;89,9;;AKO;shipped;28,43;0;15,95;25.09.2020 22:19;1.10.2020 20:35;DPD;0;0;13,49;179,8;23.09.2020 19:55;23.09.2020 20:00;7.10.2020 00:00;16.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;1;0;5;6;17,05
ORDER LINE;CDiscount;20092318553P18Z;23.09.2020 16:55;1-300056453;AKO-FIN-2D1SZ1WN-SONOMA;79,95;0;9,95;89,9;;AKO;shipped;28,43;0;15,95;25.09.2020 22:19;1.10.2020 20:35;DPD;0;0;13,49;179,8;23.09.2020 19:55;23.09.2020 20:00;7.10.2020 00:00;16.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;1;0;5;6;17,05
ORDER LINE;conforama;4901063201-A;23.09.2020 17:00;1-300056461;AKO-B-20-NAROZNE-CLP-BIALY-METALIK-POLYSK-PRAWE;224,95;0;19,95;244,9;;AKO;shipped;92,81;0;16;28.09.2020 12:18;1.10.2020 10:14;UPS;0;38,24;0;244,9;23.09.2020 22:17;23.09.2020 22:30;7.10.2020 00:00;16.10.2020 00:00;;No;Awaiting shipment;0;9;4;2;15;57,03
ORDER LINE;CDiscount;20092320413OIM5;23.09.2020 18:41;1-300056464;AKO-KUCHNIA-OLIWIA-180;179,95;0;19,95;199,9;;AKO;shipped;64,2;0;16;28.09.2020 12:17;1.10.2020 16:01;UPS;4,8;0;34,78;204,7;23.09.2020 22:17;23.09.2020 22:30;7.10.2020 00:00;16.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;9;4;3;16;47,6
ORDER LINE;CDiscount;20092320293OKJM;23.09.2020 18:29;1-300056465;AKO-K120-10SZ-BIALA;199,95;0;19,95;219,9;;AKO;shipped;62,41;0;16;28.09.2020 12:19;2.10.2020 11:37;UPS;0;0;32,99;439,8;23.09.2020 22:17;23.09.2020 22:30;7.10.2020 00:00;16.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;9;4;3;16;71,85
ORDER LINE;CDiscount;20092320293OKJM;23.09.2020 18:29;1-300056465;AKO-K120-10SZ-BIALA;199,95;0;19,95;219,9;;AKO;shipped;62,41;0;16;28.09.2020 12:19;2.10.2020 11:37;UPS;0;0;32,99;439,8;23.09.2020 22:17;23.09.2020 22:30;7.10.2020 00:00;16.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;9;4;3;16;71,85
ORDER LINE;CDiscount;20092320283OKMU;23.09.2020 18:28;1-300056466;AKO-KUCHNIA-LIMA-180;199,95;0;19,95;219,9;;AKO;shipped;67,78;0;16;28.09.2020 12:18;1.10.2020 10:33;UPS;5,28;0;38,26;225,18;23.09.2020 22:17;23.09.2020 22:30;7.10.2020 00:00;16.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;9;4;2;15;56,81
ORDER LINE;CDiscount;20092321023OFB6;23.09.2020 19:02;1-300056467;AKO-K120-6SZ-BIALA;104,95;0;19,95;124,9;;AKO;shipped;39,16;0;16;28.09.2020 12:20;1.10.2020 13:39;UPS;0;0;18,73;124,9;23.09.2020 22:17;23.09.2020 22:30;7.10.2020 00:00;16.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;9;4;3;16;30,19
ORDER LINE;CDiscount;20092321583O4PD;23.09.2020 19:58;1-300056471;AKO-KUCHNIA-LIMA-240;279,95;0;19,95;299,9;;AKO;shipped;94,6;0;16;28.09.2020 12:17;2.10.2020 17:05;UPS;0;0;44,98;299,9;23.09.2020 23:26;23.09.2020 23:30;7.10.2020 00:00;16.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;9;4;4;17;94,34
ORDER LINE;conforama;4901236202-A;23.09.2020 19:00;1-300056472;AKO-K120-6SZ-BIALA-SONOMA;116,95;0;12,48;129,43;;AKO;shipped;40,95;0;16;28.09.2020 13:02;1.10.2020 13:26;UPS;0;19,88;0;258,85;23.09.2020 23:26;23.09.2020 23:30;7.10.2020 00:00;16.10.2020 00:00;;No;Awaiting shipment;0;9;4;3;16;31,03
ORDER LINE;conforama;4901236202-A;23.09.2020 19:00;1-300056472;AKO-K120-6SZ-BIALA-SONOMA;116,95;0;12,48;129,43;;AKO;shipped;40,95;0;16;28.09.2020 13:02;1.10.2020 13:26;UPS;0;19,88;0;258,85;23.09.2020 23:26;23.09.2020 23:30;7.10.2020 00:00;16.10.2020 00:00;;No;Awaiting shipment;0;9;4;3;16;31,03
ORDER LINE;CDiscount;20092322383NYAV;23.09.2020 20:38;1-300056473;AKO-FOTEL-DZIECIECY-FD005-ROZOWY;69,95;0;9,95;79,9;;AKO;shipped;23,07;0;0;28.09.2020 12:34;1.10.2020 12:36;UPS;0;0;11,98;79,9;23.09.2020 23:26;23.09.2020 23:30;7.10.2020 00:00;16.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;9;4;3;16;31,53
ORDER LINE;Monechelle;M200923708934;23.09.2020 22:09;1-300056475;AKO-RTV-K120-2D-1P-CLP-SONOMA-BIALA;99,95;0;0;99,95;;AKO;shipped;33,8;0;0;25.09.2020 22:19;30.09.2020 14:08;DPD;0;14,99;0;99,95;24.09.2020 00:37;24.09.2020 00:45;4.11.2020 00:00;16.11.2020 00:00;;No;Awaiting shipment;0;1;0;4;5;34,5
ORDER LINE;CDiscount;20092323483NQA6;23.09.2020 21:48;1-300056477;AKO-B-20-NAROZNE-CLP-SONOMA-WENGE-LEWE;174,95;0;19,95;194,9;;AKO;shipped;65,99;0;16;28.09.2020 13:04;0000-00-00 00:00:00;UPS;0;0;29,23;194,9;24.09.2020 01:45;24.09.2020 01:46;8.10.2020 00:00;19.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;9;4;4;17;51,2
ORDER LINE;conforama;4901330501-A;23.09.2020 21:02;1-300056478;AKO-K140-10SZ-BIALA;204,95;0;19,95;224,9;;AKO;shipped;69,57;0;16;28.09.2020 13:03;2.10.2020 10:19;UPS;0;34,84;0;224,9;24.09.2020 01:46;24.09.2020 01:51;7.10.2020 00:00;16.10.2020 00:00;;No;Awaiting shipment;0;9;4;3;16;67,01
ORDER LINE;conforama;4901439501-A;24.09.2020 05:16;1-300056484;AKO-K120-6SZ-BIALA-SONOMA;116,95;0;19,95;136,9;;AKO;shipped;40,95;0;16;28.09.2020 12:18;2.10.2020 11:24;UPS;0;19,88;0;136,9;24.09.2020 11:03;24.09.2020 11:10;8.10.2020 00:00;19.10.2020 00:00;;No;Awaiting shipment;0;9;4;3;16;37,25
ORDER LINE;Monechelle;M200923713050;24.09.2020 08:54;1-300056493;AKO-K120-8SZ-BIALA;159,95;0;0;159,95;;AKO;shipped;50,97;0;31,9;25.09.2020 22:16;1.10.2020 22:08;DPD;0;23,99;0;159,95;24.09.2020 11:03;24.09.2020 11:10;1.10.2020 00:00;12.10.2020 00:00;;No;Awaiting shipment;0;9;0;5;14;26,43
ORDER LINE;Monechelle;M200923713025;24.09.2020 08:53;1-300056494;AKO-KUCHNIA-OLIWIA-180;199,95;0;0;199,95;;AKO;shipped;64,2;0;16;28.09.2020 12:03;1.10.2020 12:19;UPS;0;29,99;0;199,95;24.09.2020 11:03;24.09.2020 11:10;1.10.2020 00:00;12.10.2020 00:00;;No;Awaiting shipment;0;9;4;3;16;56,44
ORDER LINE;Monechelle;M200923713953;24.09.2020 09:31;1-300056500;AKO-K120-6SZ-BIALA;124,95;0;0;124,95;;AKO;shipped;39,16;0;16;29.09.2020 12:21;2.10.2020 10:09;UPS;0;18,74;0;124,95;24.09.2020 13:58;24.09.2020 14:00;1.10.2020 00:00;12.10.2020 00:00;;No;Awaiting shipment;0;3;1;2;6;30,23
ORDER LINE;CDiscount;20092411413MB89;24.09.2020 09:41;1-300056509;AKO-FIN-PRALKA-WENGE-BIALY;104,95;0;19,95;124,9;;AKO;shipped;28,43;0;0;29.09.2020 19:22;2.10.2020 10:51;DPD;0;0;18,73;124,9;24.09.2020 15:08;24.09.2020 15:10;8.10.2020 00:00;19.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;4;1;2;7;56,92
ORDER LINE;CDiscount;20092414353LHEN;24.09.2020 12:35;1-300056523;AKO-KUCHNIA-LIMA-180;199,95;0;19,95;219,9;;AKO;awaiting_fulfillment;67,78;0;23,09;0000-00-00 00:00:00;0000-00-00 00:00:00;UPS;5,28;0;38,26;225,18;24.09.2020 16:29;24.09.2020 16:30;8.10.2020 00:00;19.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting Protocol;0;3;5;0;8;49,72
ORDER LINE;Monechelle;M200923719670;24.09.2020 14:02;1-300056526;AKO-SZAFKA-BUTY-4D-UCHYLNE-WENGE;79,95;0;0;79,95;;AKO;awaiting_fulfillment;24,14;0;15,95;0000-00-00 00:00:00;0000-00-00 00:00:00;;0;11,99;0;79,95;24.09.2020 16:29;24.09.2020 16:30;1.10.2020 00:00;12.10.2020 00:00;;No;Awaiting Protocol;0;8;0;0;8;14,55
ORDER LINE;CDiscount;20092415133LB48;24.09.2020 13:13;1-300056529;AKO-K60-5SZ-BIALA;99,95;0;19,95;119,9;;AKO;shipped;35,59;0;16;29.09.2020 13:21;2.10.2020 12:37;UPS;0;0;17,98;119,9;24.09.2020 16:29;24.09.2020 16:30;8.10.2020 00:00;19.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;3;1;2;6;30,35
ORDER LINE;CDiscount;20092415523L4BV;24.09.2020 13:52;1-300056533;AKO-B-20-NAROZNE-CLP-BIALY-GRAFIT-POLYSK-PRAWE;224,95;0;19,95;244,9;;AKO;shipped;92,81;0;16;29.09.2020 13:06;2.10.2020 16:28;UPS;0;0;36,73;244,9;24.09.2020 18:48;24.09.2020 18:51;8.10.2020 00:00;19.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;3;1;3;7;58,54
ORDER LINE;Fnac;GDIZWROA3IZRO;24.09.2020 15:29;1-300056543;AKO-FOTEL-GAMINGOWY-F4G-FG38F-GRAFITOWY;219,95;0;19,95;239,9;;AKO;shipped;98,76;0;0;29.09.2020 13:06;0000-00-00 00:00:00;UPS;0;32,99;0;239,9;24.09.2020 20:09;24.09.2020 20:10;28.09.2020 00:00;7.10.2020 00:00;;No;Awaiting shipment;0;3;1;3;7;68,17
ORDER LINE;Monechelle;M200923725841;24.09.2020 18:01;1-300056563;AKO-KUCHNIA-LIMA-180;219,95;0;0;219,95;;AKO;awaiting_fulfillment;67,78;0;23,09;0000-00-00 00:00:00;0000-00-00 00:00:00;UPS;0;32,99;0;219,95;24.09.2020 20:10;24.09.2020 20:11;1.10.2020 00:00;12.10.2020 00:00;;No;Awaiting Protocol;0;3;5;0;8;59,43
ORDER LINE;CDiscount;20092419253K2JR;24.09.2020 17:25;1-300056565;AKO-B-20-NAROZNE-CLP-SONOMA-LEWE;174,95;0;19,95;194,9;;AKO;shipped;65,99;0;16;29.09.2020 11:06;2.10.2020 09:49;UPS;0;0;29,23;194,9;24.09.2020 21:21;24.09.2020 21:30;8.10.2020 00:00;19.10.2020 00:00;WaitingForShipmentAcceptation;No;Awaiting shipment;0;3;1;2;6;51,2
